age,industry,job title,annual salary,bonus,country,years of experience,field years of experience,highest level of education,gender
2,Nonprofits,Grants Associate,60000.0,0.0,USA,2,1,3.0,Woman
3,Computing or Tech,Sr B2C Solutions Consultant,125000.0,4500.0,USA,4,1,4.0,Woman
2,"Accounting, Banking & Finance",Sr. Representative,54900.0,15440.0,USA,2,2,2.0,Woman
2,Government and Public Administration,Supervisor,37500.0,0.0,USA,4,1,3.0,Man
2,Nonprofits,Communications Director,95000.0,0.0,USA,3,3,4.0,Woman
2,Law Enforcement & Security,Nuclear Security Programs Lead,76500.0,10000.0,USA,3,2,2.0,Woman
4,Government and Public Administration,Cybersecurity Engineering,112000.0,0.0,USA,4,2,4.0,Man
3,Recruitment or HR,People Operations Assistant Coordinator,58240.0,0.0,USA,4,0,3.0,Woman
2,Engineering or Manufacturing,Staff Structural Enginner,78000.0,5000.0,USA,2,2,4.0,Woman
3,Nonprofits,Deputy General Counsel,150000.0,0.0,USA,4,3,5.0,Woman
2,Engineering or Manufacturing,Process Engineer Lead,97335.0,9733.0,USA,2,2,3.0,Woman
3,Education (Higher Education),Program Coordinator,54000.0,0.0,USA,4,4,4.0,Woman
2,Nonprofits,Public Affairs Manager,67250.0,3000.0,USA,2,1,4.0,Woman
3,Transport or Logistics,Logistics Coordinator,38771.0,2400.0,USA,3,1,3.0,Woman
3,Commercial Real Estate,Marketing Associate,58500.0,2000.0,USA,3,2,3.0,Woman
4,Libraries,"Lead, eServices",65700.0,14600.0,CAN,6,5,4.0,Prefer not to answer
3,Engineering or Manufacturing,Technical Writer,115000.0,0.0,USA,4,4,6.0,Woman
3,Computing or Tech,Senior Software Engineer,164500.0,24000.0,USA,4,4,4.0,Man
2,Art & Design,Digital Designer,62000.0,0.0,USA,1,1,3.0,Prefer not to answer
3,Engineering or Manufacturing,technical lead,180000.0,0.0,USA,4,3,3.0,Woman
5,Sales,Territory Manager,40.0,40000.0,USA,6,6,2.0,Woman
1,Recruitment or HR,Corporate Recruiter,45594.0,2000.0,USA,1,0,3.0,Woman
3,Computing or Tech,Director of People Operations,90000.0,0.0,USA,4,2,4.0,Woman
2,"Marketing, Advertising & PR",Project Manager,88400.0,0.0,USA,2,2,3.0,Woman
3,Nonprofits,"Senior Manager, HR",140000.0,6000.0,USA,4,3,3.0,Man
3,Law,Attorney 4 / Supervisor,85000.0,0.0,USA,3,3,5.0,Man
2,Computing or Tech,Software Engineer III,123170.0,0.0,USA,1,1,3.0,Woman
3,"Accounting, Banking & Finance",Ta,25000.0,5000.0,USA,4,4,3.0,Woman
3,Retail,Compensation Manager,72000.0,0.0,USA,4,2,3.0,Woman
2,Nonprofits,Organizer,58500.0,0.0,USA,2,2,4.0,Woman
2,Retail,Finance Manager,89000.0,5000.0,USA,3,3,4.0,Woman
3,Computing or Tech,Webmaster,35000.0,250.0,USA,4,1,3.0,Man
2,Media & Digital,Email developer,25680.0,0.0,FRA,1,1,1.0,Man
2,"Accounting, Banking & Finance",MI Analyst,55800.0,4960.0,GBR,1,1,3.0,Woman
4,Engineering or Manufacturing,Senior Marketing Manager,96360.0,7300.0,CAN,5,5,3.0,Woman
2,Nonprofits,Senior editor,79000.0,0.0,USA,2,1,3.0,Woman
2,Env. Consulting,Project Geologist,60000.0,2500.0,USA,2,2,3.0,Man
3,Biotech,Marketing Manager,80000.0,10000.0,USA,4,4,3.0,Woman
2,"Accounting, Banking & Finance",Actuarial analyst,30000.0,0.0,ZAF,1,1,3.0,Man
3,Nonprofits,Director of Institutional Giving,100000.0,0.0,USA,5,4,4.0,Woman
2,Recruitment or HR,Human Resources Associate,53500.0,500.0,USA,4,2,2.0,Woman
2,Retail,Executive Assistant,34164.0,1460.0,CAN,4,2,2.0,Prefer not to answer
2,Sales,Digital Experience Expert,37000.0,0.0,USA,4,1,3.0,Prefer not to answer
3,Government and Public Administration,Senior Analyst,97000.0,0.0,USA,2,1,4.0,Woman
2,Media & Digital,Editor in chief,32000.0,0.0,USA,1,1,3.0,Prefer not to answer
2,Public Libraries,Librarian III,61951.0,0.0,USA,4,3,4.0,Woman
2,Computing or Tech,Mid-Level Systems Administrator,87000.0,0.0,USA,2,2,3.0,Man
2,Government and Public Administration,Program Specialist IV,59000.0,0.0,USA,1,1,4.0,Woman
2,Nonprofits,Customer Support Readiness Manager,61000.0,0.0,USA,2,2,3.0,Woman
2,Nonprofits,Director of Individual Giving,54000.0,500.0,USA,3,3,3.0,Woman
3,Computing or Tech,Technical Comms Manager,70000.0,0.0,USA,4,4,4.0,Man
1,Computing or Tech,Mathematician,65000.0,0.0,USA,1,0,3.0,Woman
2,Retail,CRM Manager,102000.0,0.0,USA,4,3,3.0,Woman
2,Computing or Tech,Operations Analyst,58822.0,4200.0,USA,2,1,3.0,Woman
2,Education (Higher Education),Sr. Research associate ,75000.0,0.0,USA,3,3,4.0,Woman
3,Public library ,Library Director ,62500.0,0.0,USA,4,4,4.0,Woman
2,"Marketing, Advertising & PR",Marketing Manager,90000.0,5000.0,USA,2,2,3.0,Woman
3,Education (Higher Education),Scholarly Communication Specialist,38100.0,0.0,USA,4,4,4.0,Man
2,Engineering or Manufacturing,Environmental Staff Geologist,55000.0,1200.0,USA,1,0,4.0,Woman
2,Social Work,Inpatient Unit Social Worker,40000.0,0.0,USA,2,2,4.0,Woman
2,Government and Public Administration,DOD Analyst,110000.0,0.0,USA,2,2,4.0,Woman
3,Nonprofits,Research associate,82000.0,2000.0,USA,4,2,4.0,Woman
1,Business or Consulting,Project Coordinator,79000.0,20000.0,USA,1,1,4.0,Woman
2,"Marketing, Advertising & PR",copywriter,42000.0,1000.0,USA,2,2,3.0,Prefer not to answer
2,Health care,Child and Adolescent psychologist ,87000.0,4000.0,USA,1,1,6.0,Woman
4,"Accounting, Banking & Finance",Relationship Manager,125000.0,35000.0,USA,5,4,5.0,Woman
3,Media & Digital,Editor,45000.0,0.0,USA,4,3,3.0,Woman
2,Law,Attorney,124000.0,0.0,USA,1,1,5.0,Woman
2,Engineering or Manufacturing,Senior QC analyst,31744.0,1860.0,GBR,2,1,4.0,Prefer not to answer
2,Property or Construction,Property Manager ,45000.0,1200.0,USA,4,3,2.0,Woman
2,Computing or Tech,Client Support Specialist,41026.0,0.0,CAN,2,2,3.0,Woman
2,Education (Higher Education),Admissions Operations Assistant,32240.0,0.0,USA,2,1,3.0,Woman
2,Health care,Care Coordinator II,51000.0,0.0,USA,2,1,3.0,Woman
2,Engineering or Manufacturing,Project Leader,85000.0,10000.0,USA,2,1,3.0,Man
2,Agriculture or Forestry,Plant breeder,91000.0,10000.0,USA,2,2,6.0,Woman
3,Nonprofits,Development Director,62500.0,0.0,USA,4,4,3.0,Woman
3,Sales,Account Manager,55000.0,20000.0,USA,4,2,3.0,Woman
2,Insurance,Sr. Manager Product Innovation,70000.0,0.0,USA,3,2,3.0,Woman
2,Computing or Tech,Software Engineer,145000.0,30000.0,USA,1,1,3.0,Man
2,Education (Higher Education),Administrative Assistant,36000.0,0.0,USA,1,1,4.0,Woman
2,"Accounting, Banking & Finance",Financial Analyst,96000.0,6700.0,USA,3,3,4.0,Woman
2,Art & Design,Design & Marketing Specialist,50000.0,300.0,USA,3,2,3.0,Woman
2,"Marketing, Advertising & PR",writer,52000.0,0.0,USA,1,1,3.0,Woman
4,Retail,Regional,100.0,0.0,USA,5,5,2.0,Man
3,Education (Higher Education),Business Systems Analyst,84634.0,1000.0,USA,5,4,3.0,Woman
3,Computing or Tech,Software Engineer,126000.0,10000.0,USA,2,1,3.0,Woman
2,Computing or Tech,Information security,125000.0,10000.0,USA,2,2,4.0,Man
3,"Accounting, Banking & Finance",Market Client Relationship Manager,110000.0,22000.0,USA,4,4,2.0,Man
2,Nonprofits,Test Development Coordinator,65000.0,0.0,USA,2,2,4.0,Man
2,Computing or Tech,Controller ,170000.0,25500.0,USA,4,4,4.0,Woman
3,"Marketing, Advertising & PR",President,125000.0,15000.0,USA,4,4,3.0,Woman
4,"Marketing, Advertising & PR",Account Manager,80000.0,0.0,USA,4,0,3.0,Woman
2,Computing or Tech,Software Engineer,115000.0,10000.0,USA,2,2,3.0,Woman
2,Computing or Tech,Program Manager,90000.0,9000.0,USA,2,1,3.0,Man
2,Engineering or Manufacturing,Research and Development Engineer,73000.0,3000.0,USA,1,1,3.0,Man
2,Computing or Tech,Product Marketing Manager,140000.0,0.0,USA,4,4,3.0,Prefer not to answer
2,Environmental ,Environmental Scientist,49500.0,5000.0,USA,1,1,3.0,Man
3,Recruitment or HR,Manager People Operations ,75000.0,7500.0,USA,4,2,2.0,Woman
2,"Accounting, Banking & Finance",Reporting Administrator,42800.0,2500.0,USA,2,2,3.0,Woman
2,Sales,Automotive Sales ,62000.0,0.0,USA,3,1,4.0,Man
2,Education (Higher Education),Senior Financial Analyst ,73500.0,0.0,USA,3,3,3.0,Woman
3,Education (Higher Education),Director of Academic Advising,75000.0,0.0,USA,4,4,4.0,Woman
2,Computing or Tech,Executive Communications Manager,115000.0,0.0,USA,3,2,3.0,Woman
2,Education (Higher Education),Marketing and communications manager ,73000.0,0.0,USA,3,3,3.0,Woman
2,Education (Primary/Secondary),Special Education Teacher,59949.0,350.0,USA,2,2,4.0,Woman
2,Sales,Account Manager,75000.0,75000.0,USA,4,3,3.0,Man
4,Law,Partner,96000.0,0.0,USA,4,4,5.0,Woman
3,"Marketing, Advertising & PR",Client Partner,75000.0,5000.0,USA,3,1,6.0,Woman
2,Government and Public Administration,Senior User Researcher & Service Designer,98000.0,5000.0,USA,2,2,4.0,Woman
2,Media & Digital,Content producer,170000.0,15000.0,USA,3,3,3.0,Woman
3,Education (Higher Education),Teaching Instructor of First Year Writing,57000.0,12000.0,USA,4,4,4.0,Woman
2,Sales,Outside Sales,90000.0,5000.0,USA,3,3,3.0,Man
2,"Marketing, Advertising & PR",Copy Writer,36500.0,600.0,USA,3,1,3.0,Woman
2,Professional Services,"Senior Director, ESG and Investor Relations",185.0,30000.0,USA,4,3,3.0,Woman
2,Food Industry,Food Safety Coordinator,85000.0,0.0,USA,3,3,6.0,Woman
3,Computing or Tech,Data Scientist,104390.0,14600.0,CAN,5,5,3.0,Man
3,Government and Public Administration,Senior Hydroelectric Power Utility Engineer,150000.0,0.0,USA,4,4,3.0,Man
3,Law,Director of Research Services,150000.0,7500.0,USA,4,4,4.0,Woman
2,Computing or Tech,Product design ,183000.0,0.0,USA,3,2,4.0,Woman
1,"Accounting, Banking & Finance",Analyst ,52080.0,0.0,GBR,1,0,4.0,Woman
4,Education (Primary/Secondary),Classroom Teacher,53500.0,0.0,USA,5,2,5.0,Woman
2,Government and Public Administration,Epidemiologist,55550.0,0.0,USA,1,0,4.0,Woman
4,Computing or Tech,Senior Software Engineer,175000.0,50000.0,USA,5,5,3.0,Man
2,"Marketing, Advertising & PR",Manager (market research - online communities)),66000.0,0.0,USA,1,1,3.0,Woman
2,Nonprofits,Director of Marketing and Communications,55000.0,0.0,USA,2,2,3.0,Woman
3,Nonprofits,Director of Proposal Pricing,110000.0,0.0,USA,3,3,4.0,Woman
1,Computing or Tech,Software Engineer,95000.0,8000.0,USA,1,1,3.0,Woman
2,Social Work,Program Manager,60000.0,0.0,USA,3,1,4.0,Woman
2,Computing or Tech,Software Engineer II,140000.0,0.0,USA,1,1,3.0,Man
1,Computing or Tech,Software Developer,95000.0,0.0,USA,0,0,3.0,Woman
4,Health care,RN,42500.0,0.0,USA,5,5,3.0,Woman
2,"Marketing, Advertising & PR",Marketing Coordinator ,50000.0,0.0,USA,3,1,3.0,Prefer not to answer
1,Law,Associate,65.7,7.3,CAN,1,0,5.0,Woman
3,Bitech,"Associate Director, Market Access",175000.0,20000.0,USA,4,4,3.0,Woman
1,Utilities & Telecommunications,Protection and Controls Engineer,81500.0,0.0,USA,0,0,3.0,Man
2,Government and Public Administration,Research Scientist,78832.0,0.0,USA,2,2,4.0,Man
5,Education (Primary/Secondary),Teacher,92000.0,3000.0,USA,6,4,4.0,Man
2,Research,Research lab manager,63000.0,0.0,USA,4,4,3.0,Woman
2,"Accounting, Banking & Finance",Senior Financial Analyst,105000.0,2100.0,USA,3,2,3.0,Woman
2,Engineering or Manufacturing,Project manager,170000.0,0.0,USA,3,3,3.0,Woman
1,Art & Design,Brand Designer,70000.0,0.0,USA,1,1,3.0,Man
2,Nonprofits,Quality Assurance Manager,62000.0,0.0,GBR,2,2,4.0,Woman
4,Nonprofits,Animal Curator,50000.0,0.0,USA,5,5,3.0,Woman
2,Sales,Sales Administration,46800.0,1000.0,USA,4,4,3.0,Woman
2,Property or Construction,Project engineer ,83500.0,4175.0,USA,2,1,3.0,Woman
3,Health care,Director of HR,114000.0,11400.0,USA,4,4,3.0,Woman
2,Computing or Tech,Data Scientist,135000.0,40000.0,USA,0,0,6.0,Man
2,"Accounting, Banking & Finance",Customer Experience Director ,120000.0,30000.0,USA,3,2,4.0,Woman
2,Nonprofits,Administrative Assistant,43680.0,0.0,USA,2,0,3.0,Woman
4,Social Work,Social Work Unit Supervisor ,95000.0,1500.0,USA,5,5,4.0,Woman
2,Government and Public Administration,Hydrologic Technician,40000.0,1000.0,USA,1,1,3.0,Woman
2,Engineering or Manufacturing,Environmental Scientist,42000.0,8000.0,USA,1,1,4.0,Prefer not to answer
1,Media & Digital,Marketing Coordinator,36.0,0.0,USA,1,0,3.0,Woman
4,"Architecture, Engineering, Construction",Director Of Technology,150000.0,7000.0,USA,4,3,4.0,Man
2,Education (Higher Education),Data Analyst,47000.0,0.0,USA,2,1,3.0,Man
3,Law,Associate Attorney,85000.0,3000.0,USA,4,3,5.0,Woman
3,Government and Public Administration,Editor ,49275.0,0.0,CAN,4,2,4.0,Woman
3,Government and Public Administration,Urban Development Specialist,75219.0,0.0,USA,4,3,4.0,Woman
3,Insurance,Compliance Manager,80000.0,2000.0,USA,4,4,3.0,Woman
2,"Marketing, Advertising & PR",SEO Specialist,65000.0,8000.0,USA,3,3,3.0,Woman
2,Education (Primary/Secondary),Science teacher,68000.0,2000.0,USA,1,1,4.0,Man
2,Law,Attorney,107000.0,10000.0,USA,2,2,5.0,Woman
3,Biotech,Manager of Donor Management,93000.0,20000.0,USA,4,1,4.0,Woman
2,Landscaping,Administrative Assistant,48000.0,0.0,USA,1,1,3.0,Woman
4,Health care,Associate Director Market Access,133300.0,40300.0,GBR,5,1,5.0,Woman
2,Utilities & Telecommunications,Economic Analyst,59520.0,14880.0,GBR,0,0,6.0,Woman
4,Utilities & Telecommunications,IT Project Manager,135200.0,0.0,USA,5,5,4.0,Woman
3,Nonprofits,Director of Programs,123000.0,0.0,USA,4,4,4.0,Woman
4,Media & Digital,"Manager, Content Marketing",118450.0,5000.0,USA,5,4,3.0,Man
2,Media & Digital,Senior Reporter,85000.0,2000.0,USA,2,2,3.0,Woman
3,Nonprofits,Production and Workflow Manager,40000.0,0.0,USA,4,1,3.0,Woman
2,Computing or Tech,Chief of Staff,148000.0,29000.0,USA,4,4,4.0,Woman
2,"Marketing, Advertising & PR",Digital Marketing Manager,65000.0,5000.0,USA,1,1,3.0,Woman
3,Law,Knowledge Management Manager ,146192.0,3850.0,USA,4,3,4.0,Woman
2,Environmental ,Geologist ,53000.0,0.0,USA,1,1,4.0,Man
2,Nonprofits,Senior Research and Training Associate,63850.0,0.0,USA,1,1,4.0,Man
2,Nonprofits,Finance Assistant,45.0,1200.0,USA,1,1,3.0,Man
2,Art & Design,Graphics/UI Designer,57500.0,0.0,USA,1,1,3.0,Woman
2,Government and Public Administration,Programme Coordinator,35391.200000000004,0.0,NZL,2,1,3.0,Woman
2,Health care,Nurse care manager (BSN),65000.0,0.0,USA,2,2,3.0,Woman
5,Health care,Registered nurse,63650.0,600.0,USA,4,3,4.0,Woman
2,Computing or Tech,Customer Success,125000.0,12500.0,USA,1,1,6.0,Man
2,Utilities & Telecommunications,Marketing Manager,45260.0,5475.0,CAN,2,2,3.0,Woman
2,Nonprofits,Social Media Manager,62000.0,0.0,USA,2,2,3.0,Woman
3,Insurance,Insurance Coordinator,53000.0,2000.0,USA,4,4,2.0,Woman
2,Media & Digital,Graphics Editor,101000.0,0.0,USA,3,3,4.0,Woman
3,Education (Higher Education),Proposal Manager,105000.0,0.0,USA,3,1,6.0,Woman
2,Computing or Tech,Software Engineer,102200.0,0.0,CAN,1,1,2.0,Man
2,Engineering or Manufacturing,Engineering Manager,71175.0,10950.0,CAN,2,2,3.0,Man
3,Government and Public Administration,Senior Auditor,100000.0,0.0,USA,5,5,4.0,Man
2,Education (Higher Education),Manager of Data Analytics,135000.0,0.0,USA,2,2,4.0,Man
2,Business or Consulting,Associate Consultant,62000.0,0.0,USA,1,0,4.0,Man
2,Utilities & Telecommunications,Senior Program Manager,95000.0,15000.0,USA,3,3,4.0,Woman
2,Property or Construction,Contract Administrator,64000.0,3000.0,USA,4,1,3.0,Woman
2,Biotech,Research Associate,65000.0,5416.0,USA,1,1,4.0,Woman
3,Government and Public Administration,Functional Consultant,61571.9,0.0,NZL,5,4,2.0,Woman
2,Computing or Tech,Marketing Coordinator,61000.0,3000.0,USA,1,1,3.0,Woman
2,Nonprofits,Education Director,46000.0,0.0,USA,3,3,4.0,Woman
3,Engineering or Manufacturing,Incident Responder,134000.0,0.0,USA,4,2,3.0,Man
3,Computing or Tech,Senior success engineer (tier 2),93000.0,15000.0,USA,4,4,2.0,Woman
4,Entertainment,Conservatory Production Manager,70000.0,0.0,USA,5,5,3.0,Man
3,Computing or Tech,Senior Embedded Software Engineer,128000.0,0.0,USA,4,4,4.0,Man
2,Art & Design,Marketing and Accounts Manager,80000.0,2000.0,USA,3,3,3.0,Woman
2,Agriculture or Forestry,Zoo Keeper,32320.0,0.0,USA,2,2,3.0,Woman
2,Animal care,Elephant Keeper,32489.0,300.0,USA,2,1,3.0,Woman
2,Hospitality & Events,Analyst,67000.0,0.0,USA,3,2,4.0,Woman
3,Education (Primary/Secondary),Teacher,69770.0,0.0,USA,4,4,3.0,Woman
2,Health care,Channel Marketing,162000.0,30000.0,USA,4,2,5.0,Woman
2,Education (Higher Education),Assistant Director,67000.0,0.0,USA,2,1,3.0,Woman
2,Media & Digital,Digital Marketing Coordinator,30441.0,0.0,CAN,1,0,3.0,Woman
2,Health care,Client Services Representative,29120.0,0.0,USA,1,0,4.0,Woman
3,Zoo,Lead keeper,38000.0,0.0,USA,4,4,3.0,Woman
2,Media & Digital,Ad Traffic Coordinator,35360.0,0.0,USA,1,0,4.0,Woman
2,Computing or Tech,Candidate Experience Specialist,70000.0,0.0,USA,3,1,3.0,Woman
3,Engineering or Manufacturing,Full Stack Developer,49600.0,0.0,GBR,4,3,4.0,Woman
2,Education (Higher Education),Data Analyst,60000.0,0.0,USA,2,1,4.0,Woman
4,Government and Public Administration,VP of Economic Development,90000.0,0.0,USA,5,2,4.0,Man
3,Law,"Staff Attorney, Self-Help Services",117000.0,0.0,USA,4,4,5.0,Woman
4,"Marketing, Advertising & PR",Principal SQL Developer,145000.0,0.0,USA,5,5,3.0,Man
3,Zoo,Lead zookeeper,56000.0,0.0,USA,5,4,4.0,Woman
3,Health care,Analyst,63500.0,0.0,USA,3,2,3.0,Man
2,Business or Consulting,Senior Associate,105000.0,25000.0,USA,1,1,3.0,Woman
3,Health care,Human Resources Manager,53300.0,700.0,USA,4,4,4.0,Woman
2,Government and Public Administration,Business Analyst,51100.0,0.0,CAN,1,1,4.0,Woman
2,Health care,Principal Analyst,118000.0,11800.0,USA,3,1,4.0,Woman
3,Computing or Tech,Head of UI design ,74400.0,0.0,GBR,4,3,6.0,Woman
2,Education (Higher Education),Associate Director of Academics,86103.0,0.0,USA,3,3,4.0,Woman
2,Engineering or Manufacturing,EHS Coordinator,52000.0,10000.0,USA,3,2,3.0,Woman
3,Education (Higher Education),Assistant Director,50000.0,0.0,USA,4,3,4.0,Woman
2,Media & Digital,Copy editor and page designer,58000.0,500.0,USA,2,2,3.0,Woman
2,Media & Digital,Copy editor,80000.0,0.0,USA,2,2,3.0,Woman
2,Health care,Physician Assistant ,95000.0,0.0,USA,1,1,4.0,Woman
3,Recruitment or HR,Technical Recruiting Manager ,140000.0,20000.0,USA,4,4,3.0,Woman
2,Computing or Tech,Financial analyst ,77500.0,4000.0,USA,2,1,3.0,Man
2,Computing or Tech,Product Manager,77500.0,1240.0,GBR,3,1,5.0,Woman
2,Sales,Business Intelligence Analyst,47000.0,2000.0,USA,4,2,4.0,Woman
3,Library,Branch Manager,60000.0,0.0,USA,4,4,4.0,Woman
3,Nonprofits,Front Office Associate,41600.0,0.0,USA,5,3,3.0,Woman
2,"Marketing, Advertising & PR",Account Manager,63000.0,1500.0,USA,3,3,3.0,Woman
3,Manufacturing,Procurement Agent,77000.0,12000.0,USA,3,3,4.0,Man
2,Utilities & Telecommunications,Senior Business Development Manager,72000.0,30000.0,USA,2,2,3.0,Woman
2,Government and Public Administration,Staff Technologist,113000.0,18000.0,USA,3,2,3.0,Man
3,Recruitment or HR,Recruiter,42500.0,0.0,USA,3,2,2.0,Man
3,Nonprofits,Hhh,85000.0,0.0,USA,2,2,4.0,Woman
4,Government and Public Administration,Supervisory Grants Management Specialist,155000.0,0.0,USA,5,4,4.0,Woman
2,Art & Design,Director of Ticketing and Customer Service,100000.0,0.0,USA,3,3,4.0,Man
4,"Marketing, Advertising & PR",Senior Copyeditor,86000.0,1500.0,USA,5,5,3.0,Woman
3,Entertainment,Marketing Automation Manager ,52992.0,0.0,SWE,3,2,4.0,Man
2,Government and Public Administration,Foreign Service Officer,102824.0,0.0,PAK,4,3,3.0,Woman
3,Oil and Gas,Sr Accountant ,85000.0,15000.0,USA,4,2,3.0,Woman
4,Education (Primary/Secondary),Teacher,38520.0,0.0,FRA,5,5,4.0,Woman
2,Insurance,Vp finance,175000.0,45000.0,USA,3,3,3.0,Man
2,Business or Consulting,Sales Strategy Manager,95000.0,7000.0,USA,2,2,3.0,Woman
2,Computing or Tech,Senior Program Associate ,75000.0,0.0,USA,2,2,3.0,Woman
1,Politics,Research Associate,45000.0,0.0,USA,1,0,3.0,Woman
1,Government and Public Administration,Junior Analyst,37700.0,0.0,NZL,1,0,3.0,Woman
2,Business or Consulting,Senior Associate Consultant,85000.0,3000.0,USA,1,1,3.0,Woman
2,"Marketing, Advertising & PR",Account Manager,70000.0,7000.0,USA,3,2,3.0,Woman
3,"Marketing, Advertising & PR",Head of Growth Marketing,78000.0,3000.0,USA,4,2,4.0,Man
2,pharmaceuticals,scientist,130000.0,40000.0,USA,1,1,6.0,Man
4,Government and Public Administration,Records Clerk III,62400.0,1500.0,USA,5,5,2.0,Woman
3,"Accounting, Banking & Finance",Project Manager,65038.0,0.0,GBR,4,2,2.0,Man
2,Computing or Tech,Graduate Student,41000.0,6000.0,USA,1,1,4.0,Man
2,Business or Consulting,Consultant,69350.0,7300.0,CAN,2,1,3.0,Prefer not to answer
3,Education (Higher Education),Administrative Services Team Lead,63000.0,0.0,USA,5,3,3.0,Woman
3,Computing or Tech,Front-end Web Developer,124800.0,0.0,USA,5,2,4.0,Woman
3,Nonprofits,financial analyst senior,75000.0,0.0,USA,3,3,3.0,Man
3,Nonprofits,Financial Analyst Senior,75000.0,0.0,USA,3,3,3.0,Man
1,Environmental Consulting,Environmental Scientist ,38000.0,0.0,USA,0,0,3.0,Man
3,Health care,Social Worker,54385.0,365.0,CAN,3,1,4.0,Woman
4,Computing or Tech,Information Technology Professional,76480.0,0.0,USA,6,5,3.0,Woman
4,Health care,System Analyst,75000.0,0.0,USA,4,4,4.0,Woman
2,Computing or Tech,Database Software Engineer,93000.0,0.0,USA,4,1,4.0,Woman
2,Business or Consulting,Senior Associate,151000.0,10000.0,USA,3,1,4.0,Man
2,Health care,"Director, Analytics",135000.0,25000.0,USA,4,3,3.0,Prefer not to answer
3,Government and Public Administration,Manager,60345.0,0.0,USA,4,3,4.0,Woman
3,Health care,Registered nurse,61300.0,13100.0,USA,4,2,3.0,Woman
4,Health care,"Manager, IT Hospital billing ",145000.0,10000.0,USA,5,2,4.0,Woman
1,Computing or Tech,Software Developer,74000.0,0.0,USA,2,2,1.0,Man
2,Education (Higher Education),Project Manager II,60000.0,0.0,USA,1,1,4.0,Woman
2,Media & Digital,Client Manager,53500.0,1000.0,USA,2,2,3.0,Man
2,Government and Public Administration,Receptionist/Admin Assistant,35900.0,0.0,USA,2,2,2.0,Woman
2,Law,Deputy County Counsel,136000.0,0.0,USA,3,2,5.0,Woman
2,Public Library,Adult Services Librarian,55000.0,800.0,USA,3,3,4.0,Woman
2,Business or Consulting,Analytics,160000.0,20000.0,USA,4,3,4.0,Man
3,Hybrid Nonprofit Higher Education (we are part of a university but our entire budget comes from grants),Senior Research Coordinator,49500.0,0.0,USA,4,1,4.0,Woman
2,Transport or Logistics,Supply Chain Specialist,47000.0,2000.0,USA,1,0,3.0,Man
3,Education (Higher Education),School counselor ,98000.0,0.0,USA,4,2,4.0,Man
1,Nonprofits,Program Associate ,37000.0,1000.0,USA,1,1,3.0,Woman
2,Video Games,Producer,11800.0,0.0,USA,3,3,3.0,Woman
3,Health care,Senior Office Coordinator,50000.0,0.0,USA,3,2,3.0,Woman
2,Computing or Tech,Senior Software Engineer,160000.0,15000.0,USA,3,2,4.0,Man
3,Computing or Tech,Senior Technical Program Manager,154000.0,84000.0,USA,4,3,2.0,Woman
3,Computing or Tech,Quality control ,84000.0,1000.0,USA,4,4,3.0,Man
3,Education (Primary/Secondary),School Psychologist,99448.0,0.0,USA,4,4,4.0,Woman
2,Law,Assistant public defender,70000.0,0.0,USA,4,2,5.0,Woman
3,Nonprofits,Designer,59000.0,0.0,USA,4,3,3.0,Woman
3,Engineering or Manufacturing,Production Manager,88000.0,3000.0,USA,4,4,2.0,Woman
3,Computing or Tech,Quality Engineer,38688.0,3100.0,GBR,3,1,3.0,Woman
4,Property or Construction,Accounts Payable,30160.0,0.0,USA,4,3,2.0,Woman
2,Social Work,Clinical Supervisor,59500.0,62000.0,USA,3,2,4.0,Woman
2,Computing or Tech,UX Product Design Lead,127500.0,1000.0,USA,3,3,3.0,Woman
3,Computing or Tech,Training Content Developer,58000.0,4000.0,USA,4,1,4.0,Woman
1,Government and Public Administration,EHR Business Analyst,61000.0,0.0,USA,1,1,3.0,Woman
2,Computing or Tech,Internal Consultant,120000.0,0.0,USA,0,0,6.0,Woman
2,Facilities ,Project Manager,65000.0,0.0,USA,2,0,4.0,Woman
2,Recruitment or HR,Senior Data Scientist,155000.0,0.0,USA,4,3,6.0,Woman
4,Pharmaceutical Development,Associate Director,174000.0,19200.0,USA,5,4,6.0,Woman
2,Property or Construction,Branch Operations Coordinator ,35360.0,6000.0,USA,2,0,2.0,Woman
2,"Accounting, Banking & Finance",Sr Portfolio Analyst,105000.0,36000.0,USA,3,2,4.0,Man
2,Computing or Tech,Software Developer,180000.0,120000.0,USA,1,1,3.0,Man
2,Media & Digital,Associate Product Manager,115000.0,0.0,USA,1,0,4.0,Woman
3,Health care,Active Treatment Coordinator,65000.0,1000.0,USA,2,2,4.0,Woman
3,Law,Attorney ,160000.0,15000.0,USA,4,2,5.0,Man
2,"Marketing, Advertising & PR",Associate Marketing Manager ,97500.0,0.0,USA,2,2,3.0,Woman
3,"Marketing, Advertising & PR",Team Lead,133000.0,0.0,USA,4,3,3.0,Woman
3,Education (Primary/Secondary),Department chair ,63000.0,0.0,USA,4,4,4.0,Man
2,Utilities & Telecommunications,Contracts Manager,71500.0,0.0,USA,2,0,3.0,Man
2,Health care,RN,60000.0,0.0,USA,4,1,3.0,Woman
2,Media & Digital,Reporter,81000.0,1500.0,USA,1,1,5.0,Woman
2,Law,Executive Administrative Assistant,65000.0,0.0,USA,3,0,3.0,Woman
5,"Accounting, Banking & Finance",Full Charge Bookkeeper,65000.0,2000.0,USA,6,4,3.0,Woman
